iter	Accuracy	MultiClass
0	0.9447904483	1.786629869
1	0.945650656	1.656289514
2	0.9457345087	1.545840973
3	0.9465122125	1.450832149
4	0.9495788802	1.367561807
5	0.9496157071	1.293607861
6	0.9492200415	1.227236117
7	0.9500685435	1.16709841
8	0.9498738436	1.112362912
9	0.9493438519	1.062055167
10	0.9496058973	1.015620976
11	0.949756737	0.9729344932
12	0.9498382525	0.9331686636
13	0.9497965921	0.8961903596
14	0.9501863531	0.8616732925
15	0.9503513222	0.8293179666
16	0.9503163837	0.7989911689
17	0.9502132908	0.7704201647
18	0.9505375475	0.743419897
19	0.950370846	0.7180081549
20	0.9502944792	0.6940971494
21	0.9505167206	0.6713843053
22	0.9506088289	0.6499310439
23	0.9506790065	0.6296625518
24	0.9508065774	0.6101498106
25	0.951818981	0.5915965733
26	0.9511453656	0.5737715651
27	0.9510723905	0.5570573358
28	0.9522835597	0.5409903599
29	0.9517308271	0.5255754138
30	0.9513371511	0.5108339338
31	0.9526287411	0.4967651039
32	0.952137427	0.483327108
33	0.9533792114	0.4705552581
34	0.9534172404	0.4583173782
35	0.9534465126	0.4465386268
36	0.9535127535	0.4353293487
37	0.9535801803	0.4247177408
38	0.9536123654	0.4140255437
39	0.9537895505	0.4040239645
40	0.953816371	0.3945691633
41	0.9539362048	0.3851434632
42	0.954034769	0.3762306493
43	0.9541253899	0.3676699321
44	0.9541932871	0.3594110364
45	0.9543414988	0.3515530711
46	0.9544576844	0.3438950688
47	0.9545039124	0.3366174221
48	0.9545827504	0.3293178196
49	0.954652656	0.3224550038
50	0.9547182168	0.3159060771
51	0.9548074878	0.3093740085
52	0.9548558441	0.3032541861
53	0.9549795662	0.2972146883
54	0.9551422906	0.291502261
55	0.9551379333	0.2859041754
56	0.9551879823	0.2804884084
57	0.9552592873	0.2752593452
58	0.9553226218	0.2702866972
59	0.9554564544	0.2656051738
60	0.9555312872	0.2608488133
61	0.9555642786	0.2563735465
62	0.9556113402	0.2519165585
63	0.9556749685	0.2477062219
64	0.9556333466	0.2436076832
65	0.9557774693	0.239553796
66	0.9557969861	0.2357740308
67	0.9559178526	0.2322089912
68	0.9560642489	0.2287698091
69	0.9562576387	0.2253507975
70	0.9562722667	0.2219173322
71	0.9563414706	0.2187973474
72	0.9563259498	0.2156200879
73	0.9563223649	0.2125417336
74	0.9563871228	0.2094820071
75	0.9564452284	0.2068118203
76	0.9565007393	0.2039523292
77	0.9566514363	0.2013414529
78	0.9566314672	0.1986846781
79	0.9567308162	0.1961799195
80	0.9567945482	0.1936932662
81	0.9568972525	0.1914109474
82	0.9570116086	0.1890354228
83	0.9571306495	0.1867942154
84	0.9571656528	0.1845231215
85	0.9572792632	0.1825211968
86	0.9573836626	0.1804107407
87	0.9574617548	0.1784155566
88	0.9575660766	0.1764220616
89	0.9576628206	0.1745012446
90	0.9577297822	0.1726407205
91	0.9577962435	0.1709086729
92	0.9578911418	0.1691519496
93	0.957972065	0.1674745965
94	0.9580190831	0.1658906514
95	0.9580639466	0.1643017437
96	0.9581530606	0.1626396521
97	0.958221218	0.16107841
98	0.9583286626	0.1595345863
99	0.9583553101	0.1580676843
100	0.9584323946	0.1567767708
101	0.9585120789	0.1554199267
102	0.9586070474	0.1540942252
103	0.9586968425	0.1527972956
104	0.9587307028	0.1515376025
105	0.9588508722	0.1502721134
106	0.9589879678	0.1490605894
107	0.9590631135	0.1479154763
108	0.9591298566	0.1468032648
109	0.9591932956	0.1456883985
110	0.9592057774	0.1446328291
111	0.9592322161	0.1435700481
112	0.959350319	0.1426407046
113	0.9594350355	0.1417121957
114	0.9595257483	0.1407319066
115	0.9596457351	0.1397593111
116	0.9596699643	0.1388360976
117	0.9597258027	0.1379054948
118	0.9597722411	0.1370353105
119	0.9598105365	0.136213501
120	0.9598586842	0.1353920557
121	0.9599377079	0.1345954681
122	0.9599907503	0.1337879377
123	0.9600578149	0.1331068242
124	0.9601399515	0.1324189061
125	0.9602134722	0.1316434894
126	0.9602670029	0.1309180365
127	0.9603215588	0.1302061377
128	0.9603513655	0.1295446484
129	0.9603873014	0.1288758726
130	0.9604189618	0.1282350381
131	0.960458579	0.1273970332
132	0.9604970274	0.1266534177
133	0.9605893037	0.12608721
134	0.9606722847	0.1254884796
135	0.9607499992	0.1249559459
136	0.96077177	0.1242079003
137	0.9608052034	0.1234953511
138	0.9609031841	0.1229948308
139	0.9610076524	0.1224728823
140	0.9610825541	0.1220010342
141	0.9611428617	0.1213600669
142	0.961182132	0.1207417231
143	0.9612536848	0.1202962397
144	0.9613314008	0.1198444814
145	0.9613525289	0.119245547
146	0.9614147685	0.1187995551
147	0.9615068937	0.1183518422
148	0.9615801001	0.1179283848
149	0.9616187263	0.1173910679
150	0.961687624	0.1168643429
151	0.9617281173	0.1163524543
152	0.9617824917	0.1159907118
153	0.9618377005	0.115567581
154	0.9619016932	0.115161941
155	0.9619342263	0.1146868881
156	0.9619880193	0.1143401824
157	0.9620720598	0.1139692513
158	0.962089419	0.1135229634
159	0.9621641887	0.1132216568
160	0.9622324618	0.1128839983
161	0.9622920504	0.1125925808
162	0.9623296659	0.1122498386
163	0.9623653765	0.1118379435
164	0.9624185018	0.111508227
165	0.9624500657	0.1110911563
166	0.9624666427	0.1107101833
167	0.9625341335	0.1104221994
168	0.9625734172	0.1100975493
169	0.9626429692	0.109744773
170	0.9627026482	0.1094912692
171	0.9627547231	0.1092270689
172	0.9628287798	0.108937506
173	0.9628473043	0.1086169247
174	0.9629147928	0.1083616487
175	0.9629893636	0.1081325269
176	0.9630115152	0.1078159213
177	0.963081803	0.1075618123
178	0.9631197794	0.1073419232
179	0.9631868482	0.107086415
180	0.9632425155	0.1068739694
181	0.9632627973	0.1065832198
182	0.9633008235	0.106294795
183	0.9633457009	0.106049463
184	0.9633888709	0.1058529973
185	0.9634358834	0.1056398956
186	0.9634817838	0.1054291278
187	0.9635255335	0.1051967996
188	0.9635694426	0.1050070894
189	0.9636035055	0.1047331231
190	0.9636629044	0.1045121343
191	0.9636951015	0.1042385506
192	0.9637485009	0.1040032122
193	0.9637939048	0.103775655
194	0.9638326549	0.1036077091
195	0.9638777887	0.1034025052
