iter	Passed	Remaining
0	1627	1626006
1	3164	1578978
2	4818	1601451
3	6302	1569265
4	7825	1557320
5	9399	1557206
6	11031	1564904
7	12634	1566685
8	14201	1563751
9	15817	1565892
10	17393	1563861
11	19033	1567107
12	20806	1579707
13	22677	1597144
14	24500	1608869
15	26209	1611884
16	27864	1611208
17	29618	1615840
18	31274	1614764
19	32860	1610183
20	34458	1606404
21	36173	1608063
22	37766	1604250
23	39324	1599179
24	40894	1594878
25	42370	1587250
26	43789	1578030
27	45329	1573568
28	46986	1573249
29	48681	1574032
30	50092	1565794
31	51586	1560489
32	53190	1558635
33	54594	1551114
34	56097	1546678
35	57474	1539036
36	59108	1538415
37	60523	1532201
38	62064	1529343
39	63531	1524757
40	65013	1520671
41	66526	1517434
42	68008	1513577
43	69629	1512849
44	71062	1508113
45	72648	1506663
46	74278	1506105
47	75806	1503494
48	77413	1502463
49	78835	1497870
50	80353	1495211
51	81792	1491131
52	83344	1489188
53	85044	1489851
54	86426	1484972
55	87904	1481826
56	89179	1475368
57	90654	1472349
58	91956	1466623
59	93401	1463293
60	94873	1460435
61	96600	1461470
62	97918	1456347
63	99588	1456480
64	101071	1453875
65	102470	1450117
66	103972	1447856
67	105393	1444514
68	106916	1442602
69	108401	1440189
70	109768	1436268
71	111280	1434287
72	112962	1434462
73	114762	1436079
74	116157	1432613
75	117594	1429700
76	119102	1427686
77	120333	1422403
78	121785	1419807
79	123423	1419371
80	124862	1416649
81	126193	1412751
82	127763	1411556
83	129052	1407281
84	130308	1402732
85	131582	1398447
86	133127	1397070
87	134628	1395242
88	136157	1393700
89	137685	1392152
90	139264	1391115
91	140568	1387348
92	142198	1386813
93	143677	1384808
94	145189	1383118
95	146669	1381138
96	148147	1379142
97	149732	1378145
98	151281	1376812
99	152618	1373569
100	154144	1372038
101	155524	1369224
102	157042	1367644
103	158437	1365001
104	159867	1362682
105	161332	1360675
106	162798	1358685
107	164060	1355015
108	165549	1353256
109	167252	1353221
110	168977	1353338
111	170836	1354488
112	172505	1354095
113	173925	1351738
114	175388	1349725
115	176770	1347114
116	178299	1345631
117	179709	1343253
118	181145	1341083
119	182475	1338153
120	183900	1335939
121	185463	1334727
122	186759	1331613
123	188239	1329822
124	189581	1327073
125	190837	1323746
126	191899	1319119
127	193101	1315502
128	194464	1313009
129	195931	1311235
130	197528	1310320
131	198947	1308229
132	200327	1305893
133	201629	1303067
134	203132	1301550
135	204360	1298291
136	205757	1296119
137	207147	1293923
138	208538	1291738
139	209943	1289653
140	211237	1286901
141	212582	1284479
142	214075	1282954
143	215514	1281113
144	216892	1278915
145	218155	1276059
146	219479	1273576
147	220894	1271634
148	222395	1270191
149	223735	1267833
150	225092	1265587
151	226392	1263031
152	227724	1260672
153	229091	1258513
154	230603	1257163
